STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,so_eur,Standard output in Euros,crops,Crops,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,RO,Romania,2023,,637820,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,RS,Serbia,2010,,170110,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SE,Sweden,2005,,34830,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SE,Sweden,2007,,30240,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SE,Sweden,2010,,24600,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SE,Sweden,2013,,17350,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SE,Sweden,2016,,10190,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SE,Sweden,2020,,6030,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SE,Sweden,2023,,5600,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SI,Slovenia,2005,,5090,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SI,Slovenia,2007,,5860,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SI,Slovenia,2010,,3590,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SI,Slovenia,2013,,2420,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SI,Slovenia,2016,,2060,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SI,Slovenia,2020,,2990,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SI,Slovenia,2023,,2630,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SK,Slovakia,2005,,16850,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SK,Slovakia,2007,,20710,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SK,Slovakia,2010,,6680,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SK,Slovakia,2013,,6050,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SK,Slovakia,2016,,5510,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SK,Slovakia,2020,,2470,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,SK,Slovakia,2023,,930,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,UK,United Kingdom,2005,,13210,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,UK,United Kingdom,2007,,12610,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,UK,United Kingdom,2010,,6810,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,UK,United Kingdom,2013,,5630,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,HA,Hectare,UK,United Kingdom,2016,,3700,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,AT,Austria,2005,,12.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,AT,Austria,2007,,11.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,AT,Austria,2010,,9.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,AT,Austria,2013,,7.7,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,AT,Austria,2016,,6.4,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,AT,Austria,2020,,12.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,AT,Austria,2023,,11.2,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,BE,Belgium,2005,,30.6,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,BE,Belgium,2007,,31.4,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,BE,Belgium,2010,,24.7,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,BE,Belgium,2013,,44.6,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,BE,Belgium,2016,,35.2,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,BE,Belgium,2020,,31.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,BE,Belgium,2023,,37.4,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,BG,Bulgaria,2005,,63.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,BG,Bulgaria,2007,,55.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,BG,Bulgaria,2010,,46.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,BG,Bulgaria,2013,,38.9,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,BG,Bulgaria,2016,,34.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,BG,Bulgaria,2020,,16.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,BG,Bulgaria,2023,,16.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,CH,Switzerland,2010,,1.4,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,CH,Switzerland,2016,,4.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,CH,Switzerland,2020,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,CY,Cyprus,2005,,45.7,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,CY,Cyprus,2007,,48.9,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,CY,Cyprus,2010,,44.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,CY,Cyprus,2013,,48.7,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,CY,Cyprus,2016,,39.6,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,CY,Cyprus,2020,,43.6,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,CY,Cyprus,2023,,35.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,CZ,Czechia,2005,,22.2,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,CZ,Czechia,2007,,19.7,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,CZ,Czechia,2010,,6.9,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,CZ,Czechia,2013,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,CZ,Czechia,2016,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,CZ,Czechia,2020,,9.2,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,CZ,Czechia,2023,,7.1,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,DE,Germany,2005,,18.4,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,DE,Germany,2007,,25.1,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,DE,Germany,2010,,59.9,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,DE,Germany,2013,,63.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,DE,Germany,2016,,25.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,DE,Germany,2020,,23.4,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,DE,Germany,2023,,12.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,DK,Denmark,2005,,60.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,DK,Denmark,2007,,53.6,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,DK,Denmark,2010,,30.1,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,DK,Denmark,2013,,58.9,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,DK,Denmark,2016,,14.6,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,DK,Denmark,2020,,13.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,DK,Denmark,2023,,13.6,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EE,Estonia,2005,,23.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EE,Estonia,2007,,10.7,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EE,Estonia,2010,,21.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EE,Estonia,2013,,16.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EE,Estonia,2016,,7.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EE,Estonia,2020,,6.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EE,Estonia,2023,,5.7,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EL,Greece,2005,,52.4,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EL,Greece,2007,,56.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EL,Greece,2010,,56.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EL,Greece,2013,,54.1,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EL,Greece,2016,,52.2,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EL,Greece,2020,,40.2,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EL,Greece,2023,,32.8,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,ES,Spain,2005,,12.2,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,ES,Spain,2007,,13.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,ES,Spain,2010,,19.6,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,ES,Spain,2013,,20.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,ES,Spain,2016,,20.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,ES,Spain,2020,,21.9,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,ES,Spain,2023,,17.9,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2005,,40.9,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2007,,48.9,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,,43.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,,43.2,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,,41.4,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2020,,39.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,,36.0,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2007,,50.4,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2010,,45.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2013,,44.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2016,,43.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2020,,39.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,ARA,Arable land,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2023,,36.0,,i,value imputed by Eurostat or other receiving agencies,,
