DATAFLOW,LAST UPDATE,freq,milkitem,dairyprod,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Romania,2025,386.53,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Serbia,2016,235.66,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Serbia,2017,225.27,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Serbia,2018,228.9,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Serbia,2019,209.73,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Serbia,2020,234.68,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Serbia,2021,208.97,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Serbia,2023,195.54,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Serbia,2024,222.06,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Serbia,2025,229.26,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Sweden,2016,800.02,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Sweden,2017,765.09,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Sweden,2018,754.11,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Sweden,2019,732.99,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Sweden,2020,694.03,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Sweden,2021,683.65,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Sweden,2022,685.91,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Sweden,2023,690.88,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Sweden,2024,678.59,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Sweden,2025,664.59,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovenia,2016,157.16,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovenia,2017,177.05,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovenia,2018,168.04,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovenia,2019,164.42,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovenia,2020,157.93,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovenia,2021,160.66,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovenia,2022,149.58,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovenia,2023,143.86,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovenia,2024,140.16,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovenia,2025,137.73,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovakia,2016,251.16,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovakia,2017,248.43,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovakia,2018,242.92,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovakia,2019,227.58,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovakia,2020,255.18,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovakia,2021,243.94,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovakia,2022,229.93,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovakia,2023,242.23,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovakia,2024,250.2,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Slovakia,2025,253.78,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Türkiye,2016,1444.8,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Türkiye,2017,1548.8,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Türkiye,2018,1662,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Türkiye,2019,1540.2,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Türkiye,2020,1613.25,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Türkiye,2021,1523.15,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Türkiye,2022,1496.57,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Türkiye,2023,1518.27,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Türkiye,2024,1577.55,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,Türkiye,2025,1639.76,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,United Kingdom,2016,6631.6,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,United Kingdom,2017,6910.7,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,United Kingdom,2018,6783.19,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Drinking milk,Thousand tonnes,United Kingdom,2019,6332.8,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Albania,2017,0.21,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Albania,2018,0.46,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Albania,2019,0.23,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Albania,2020,0.29,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Albania,2021,0.29,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Albania,2023,0.3,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Albania,2024,0.31,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Albania,2025,0.22,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Austria,2016,75.31,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Austria,2017,74.22,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Austria,2018,73.53,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Austria,2019,72.94,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Austria,2020,69.9,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Austria,2021,69.99,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Austria,2022,71.43,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Austria,2023,72.27,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Austria,2024,71.32,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Austria,2025,72.17,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Bosnia and Herzegovina,2016,23.89,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Bosnia and Herzegovina,2017,22.55,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Bosnia and Herzegovina,2018,22.62,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Bosnia and Herzegovina,2019,22.51,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Bosnia and Herzegovina,2020,21.44,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Bosnia and Herzegovina,2023,23.99,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Bosnia and Herzegovina,2024,22.53,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Belgium,2016,233.67,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Belgium,2017,234.68,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Belgium,2018,246.45,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Belgium,2019,253.97,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Belgium,2020,232.83,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Belgium,2021,257.53,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Belgium,2022,263.51,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Belgium,2023,274.49,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Belgium,2024,276.75,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Belgium,2025,271.37,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Bulgaria,2016,2.21,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Bulgaria,2017,2.34,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Bulgaria,2018,2.76,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Bulgaria,2019,2.79,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Bulgaria,2020,2.87,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Bulgaria,2021,3.8,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Bulgaria,2022,3.34,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Bulgaria,2023,2.87,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Bulgaria,2024,2.52,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Bulgaria,2025,2.27,p,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Switzerland,2016,86.84,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Switzerland,2017,86.54,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Switzerland,2018,86.96,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Switzerland,2019,84.84,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Switzerland,2020,84.88,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Switzerland,2022,71.17,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Switzerland,2023,71.14,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Switzerland,2024,69.78,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Switzerland,2025,70.76,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Cyprus,2016,2.88,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Cyprus,2017,3.7,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Cyprus,2018,2.29,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Cyprus,2019,2.38,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Cyprus,2020,2.17,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Cyprus,2021,2.2,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Cyprus,2022,3.24,e,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Cyprus,2023,4.28,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Cyprus,2024,4.41,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Cyprus,2025,4.46,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Czechia,2016,58.28,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Czechia,2017,58.97,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Czechia,2018,56.84,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Czechia,2019,59.25,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Czechia,2020,64.1,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Czechia,2021,64.5,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Czechia,2022,63.32,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Czechia,2023,62.68,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Czechia,2024,64.2,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Czechia,2025,63.6,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Germany,2016,585.99,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Germany,2017,577.99,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Germany,2018,552.21,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Germany,2019,554.41,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Germany,2020,529.98,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Germany,2021,544.39,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Germany,2022,525.33,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Germany,2023,521.46,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Germany,2024,527.48,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Germany,2025,512.06,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Denmark,2016,72.8,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Denmark,2017,47.2,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Denmark,2018,44.9,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Denmark,2019,44.1,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Denmark,2020,50.3,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Denmark,2021,53.5,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Denmark,2022,42.5,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Denmark,2023,39.8,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Denmark,2024,43.8,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Denmark,2025,38.6,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Estonia,2016,25.7,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Estonia,2017,27.3,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Estonia,2018,27.5,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Estonia,2019,29.5,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Estonia,2020,29.3,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Estonia,2021,30.8,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Estonia,2022,28,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Estonia,2023,28.2,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Estonia,2024,29.6,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,Estonia,2025,31.29,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,European Free Trade Association,2017,112.96,,
ESTAT:APRO_MK_COLA$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Product obtained,Cream for direct consumption,Thousand tonnes,European Free Trade Association,2018,114.15,,
