DATAFLOW,LAST UPDATE,freq,agriprod,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Poland,2019,543,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Poland,2020,664,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Poland,2021,556,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Poland,2022,482,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Poland,2023,591,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Poland,2024,538,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Romania,2016,82,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Romania,2017,70,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Romania,2019,2373,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Romania,2020,86,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Romania,2021,35,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Romania,2022,374,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Romania,2023,339,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Romania,2024,395,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Serbia,2016,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Serbia,2017,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Serbia,2018,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Serbia,2019,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Serbia,2021,40,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Serbia,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Serbia,2023,2,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Serbia,2024,2,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Sweden,2021,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Sweden,2022,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Sweden,2023,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Sweden,2024,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Slovenia,2015,119,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Slovakia,2015,51,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Slovakia,2016,48,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Slovakia,2017,57,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Slovakia,2018,101,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Slovakia,2021,24,e,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Slovakia,2022,38,e,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Slovakia,2023,30,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Slovakia,2024,22,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Türkiye,2015,1148,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Türkiye,2016,901,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Türkiye,2017,339,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Türkiye,2018,543,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Türkiye,2021,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Türkiye,2022,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Türkiye,2023,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,Türkiye,2024,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Goats' milk from farm,Tonne,United Kingdom,2019,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Bulgaria,2021,4,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Bulgaria,2022,3,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Bulgaria,2023,4,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Bulgaria,2024,2,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Cyprus,2021,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Cyprus,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Cyprus,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Cyprus,2024,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Germany,2023,,,C
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Germany,2024,,,C
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Denmark,2021,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Denmark,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Denmark,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Denmark,2024,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Estonia,2021,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Estonia,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Estonia,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Estonia,2024,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Spain,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Spain,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Spain,2024,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Finland,2021,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Finland,2022,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Finland,2023,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Finland,2024,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Hungary,2023,30,e,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Hungary,2024,26,e,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Ireland,2024,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Iceland,2021,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Lithuania,2021,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Lithuania,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Lithuania,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Lithuania,2024,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Luxembourg,2021,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Luxembourg,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Luxembourg,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Luxembourg,2024,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Latvia,2021,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Latvia,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Latvia,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Latvia,2024,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Montenegro,2021,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Montenegro,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Montenegro,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Montenegro,2024,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Malta,2021,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Malta,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Malta,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Norway,2023,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Norway,2024,0,n,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Romania,2021,3,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Romania,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Romania,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Serbia,2021,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Serbia,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Serbia,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Serbia,2024,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Sweden,2021,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Sweden,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Sweden,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Sweden,2024,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Slovakia,2024,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Türkiye,2021,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Türkiye,2022,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Türkiye,2023,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Buffalos' milk from farm,Tonne,Türkiye,2024,0,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Austria,2016,105738,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Austria,2017,114411,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Austria,2018,120142,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Austria,2019,130055,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Austria,2020,148563,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Austria,2021,147684,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Austria,2022,137031,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Austria,2023,146123,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Austria,2024,145229,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Belgium,2024,26514,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Bulgaria,2015,99,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Bulgaria,2016,253,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Bulgaria,2017,845,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Bulgaria,2018,547,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Bulgaria,2019,87,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Bulgaria,2020,136,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Bulgaria,2021,349,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Bulgaria,2022,210,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Bulgaria,2023,283,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Bulgaria,2024,375,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Cyprus,2015,430,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Cyprus,2016,509,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Cyprus,2017,702,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Cyprus,2018,1112,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Cyprus,2019,1429,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Cyprus,2020,1320,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Cyprus,2021,504,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Cyprus,2022,465,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Cyprus,2023,187,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Cyprus,2024,373,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Czechia,2015,193,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Czechia,2016,205,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Czechia,2017,251,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Czechia,2018,313,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Czechia,2019,316,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Czechia,2020,355,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Czechia,2021,297,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Czechia,2022,120,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Czechia,2023,162,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Czechia,2024,268,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Germany,2015,297228,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Germany,2016,334443,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Germany,2017,354246,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Germany,2018,368560,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Germany,2019,392526,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Germany,2020,447365,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Germany,2021,463260,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Germany,2022,407577,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Germany,2023,380424,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Germany,2024,414562,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Denmark,2015,147607,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Denmark,2016,145200,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Denmark,2017,148800,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Denmark,2018,164300,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Denmark,2019,166000,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Denmark,2020,163700,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Denmark,2021,157300,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Denmark,2022,150700,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Denmark,2023,145800,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Denmark,2024,148800,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Estonia,2015,528,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Estonia,2016,277,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Estonia,2017,843,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Estonia,2018,999,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Estonia,2019,1122,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Estonia,2020,1257,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Estonia,2021,701,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Estonia,2022,687,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Estonia,2023,828,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Estonia,2024,1640,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Greece,2015,14763,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Greece,2016,9321,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Greece,2017,10576,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Greece,2018,10823,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Greece,2019,10794,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Greece,2020,9080,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Greece,2021,9136,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Spain,2015,3531,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Spain,2016,11435,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Spain,2017,17233,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Spain,2018,21682,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Spain,2019,26344,,
ESTAT:ORG_APROD$DEFAULTVIEW(1.0),13/05/26 23:00:00,Annual,Drinking milk,Tonne,Spain,2020,26898,,
