STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,wstatus,Labour force and employment status,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),NO,Norway,2020,,4620,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PL,Poland,2010,,57160,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PL,Poland,2013,,48460,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PL,Poland,2016,,80480,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PL,Poland,2020,,63970,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PL,Poland,2023,,45750,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PT,Portugal,2010,,33180,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PT,Portugal,2013,,32330,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PT,Portugal,2016,,40360,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PT,Portugal,2020,,41930,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),PT,Portugal,2023,,47410,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),RO,Romania,2010,,68690,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),RO,Romania,2013,,52380,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),RO,Romania,2016,,46760,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),RO,Romania,2020,,47960,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),RO,Romania,2023,,52130,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),RS,Serbia,2010,,20140,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SE,Sweden,2010,,14560,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SE,Sweden,2013,,10740,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SE,Sweden,2016,,10550,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SE,Sweden,2020,,10020,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SE,Sweden,2023,,11140,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SI,Slovenia,2010,,2040,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SI,Slovenia,2013,,1520,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SI,Slovenia,2016,,1640,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SI,Slovenia,2020,,1500,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SI,Slovenia,2023,,1590,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SK,Slovakia,2010,,29740,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SK,Slovakia,2013,,25850,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SK,Slovakia,2016,,23820,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SK,Slovakia,2020,,22210,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),SK,Slovakia,2023,,19260,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),UK,United Kingdom,2010,,64520,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),UK,United Kingdom,2013,,58260,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",AWU,Annual working unit (AWU),UK,United Kingdom,2016,,50550,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,AT,Austria,2010,,25000,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,AT,Austria,2013,,18700,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,AT,Austria,2016,,16730,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,AT,Austria,2020,,14170,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,AT,Austria,2023,,22180,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,BE,Belgium,2010,,13840,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,BE,Belgium,2013,,11330,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,BE,Belgium,2016,,14150,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,BE,Belgium,2020,,13730,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,BE,Belgium,2023,,13860,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,BG,Bulgaria,2010,,46330,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,BG,Bulgaria,2013,,44120,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,BG,Bulgaria,2016,,48660,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,BG,Bulgaria,2020,,45760,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,BG,Bulgaria,2023,,44810,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,CH,Switzerland,2010,,36990,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,CH,Switzerland,2016,,29750,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,CY,Cyprus,2010,,3660,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,CY,Cyprus,2013,,3320,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,CY,Cyprus,2016,,3540,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,CY,Cyprus,2020,,5150,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,CY,Cyprus,2023,,5800,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,CZ,Czechia,2010,,62440,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,CZ,Czechia,2013,,55550,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,CZ,Czechia,2016,,54710,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,CZ,Czechia,2020,,50650,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,CZ,Czechia,2023,,48690,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,DE,Germany,2010,,133550,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,DE,Germany,2013,,114840,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,DE,Germany,2016,,115580,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,DE,Germany,2020,,125920,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,DE,Germany,2023,,126920,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,DK,Denmark,2010,,19310,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,DK,Denmark,2013,,19140,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,DK,Denmark,2016,,19880,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,DK,Denmark,2020,,26030,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,DK,Denmark,2023,,20270,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EE,Estonia,2010,,8960,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EE,Estonia,2013,,7870,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EE,Estonia,2016,,8590,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EE,Estonia,2020,,8770,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EE,Estonia,2023,,8450,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EL,Greece,2010,,24260,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EL,Greece,2013,,22150,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EL,Greece,2016,,29990,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EL,Greece,2020,,25880,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EL,Greece,2023,,22820,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,ES,Spain,2010,,312330,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,ES,Spain,2013,,292520,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,ES,Spain,2016,,296880,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,ES,Spain,2020,,445550,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,ES,Spain,2023,,503060,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,,1777570,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,,1481380,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,,1592270,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2020,,1785500,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,,1758390,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EU27_2020,European Union - 27 countries (from 2020),2010,,1694760,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EU27_2020,European Union - 27 countries (from 2020),2013,,1396370,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EU27_2020,European Union - 27 countries (from 2020),2016,,1511980,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EU27_2020,European Union - 27 countries (from 2020),2020,,1785500,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,EU27_2020,European Union - 27 countries (from 2020),2023,,1758390,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,FI,Finland,2010,,15140,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,M,Males,FLF_D_RNFAM,"Non-family farm labour force, directly employed by the farm on a regular basis",PER,Person,FI,Finland,2013,,13440,,,,,
