STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,training,Training,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,Y_LT25,Less than 25 years,PC,Percentage,SE,Sweden,2020,,41.8,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,Y_LT25,Less than 25 years,PC,Percentage,SE,Sweden,2023,,38.8,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,Y_LT25,Less than 25 years,PC,Percentage,SI,Slovenia,2005,,23.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,Y_LT25,Less than 25 years,PC,Percentage,SI,Slovenia,2010,,17.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,Y_LT25,Less than 25 years,PC,Percentage,SI,Slovenia,2013,,32.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,Y_LT25,Less than 25 years,PC,Percentage,SI,Slovenia,2016,,24.8,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,Y_LT25,Less than 25 years,PC,Percentage,SI,Slovenia,2020,,49.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,Y_LT25,Less than 25 years,PC,Percentage,SI,Slovenia,2023,,35.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,Y_LT25,Less than 25 years,PC,Percentage,SK,Slovakia,2005,,5.9,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,Y_LT25,Less than 25 years,PC,Percentage,SK,Slovakia,2010,,3.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,Y_LT25,Less than 25 years,PC,Percentage,SK,Slovakia,2013,,2.9,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,Y_LT25,Less than 25 years,PC,Percentage,SK,Slovakia,2016,,5.9,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,Y_LT25,Less than 25 years,PC,Percentage,SK,Slovakia,2020,,8.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,Y_LT25,Less than 25 years,PC,Percentage,SK,Slovakia,2023,,7.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,Y_LT25,Less than 25 years,PC,Percentage,UK,United Kingdom,2005,,34.5,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,Y_LT25,Less than 25 years,PC,Percentage,UK,United Kingdom,2010,,35.6,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,Y_LT25,Less than 25 years,PC,Percentage,UK,United Kingdom,2013,,15.8,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,FULL,Full agricultural training,Y_LT25,Less than 25 years,PC,Percentage,UK,United Kingdom,2016,,33.3,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,AT,Austria,2016,,2450,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,BG,Bulgaria,2016,,260,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,CH,Switzerland,2005,,63630,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,EL,Greece,2016,,50,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,EL,Greece,2020,,50,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,EL,Greece,2023,,50,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,ES,Spain,2016,,3370,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,,11480,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2020,,3430,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,,2830,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,EU27_2020,European Union - 27 countries (from 2020),2016,,11370,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,EU27_2020,European Union - 27 countries (from 2020),2020,,3430,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,EU27_2020,European Union - 27 countries (from 2020),2023,,2830,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,FR,France,2016,,1130,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,HR,Croatia,2016,,10,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,HR,Croatia,2020,,20,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,HR,Croatia,2023,,20,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,IE,Ireland,2020,,20,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,IE,Ireland,2023,,30,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,IT,Italy,2016,,620,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,IT,Italy,2020,,2500,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,IT,Italy,2023,,2460,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,PL,Poland,2016,,50,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,PL,Poland,2020,,840,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,PL,Poland,2023,,270,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,PT,Portugal,2016,,630,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,RO,Romania,2016,,2800,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,HLD,Holding,UK,United Kingdom,2016,,110,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,AT,Austria,2016,,1.8,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,BG,Bulgaria,2016,,0.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,CH,Switzerland,2005,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,EL,Greece,2016,,0.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,EL,Greece,2020,,0.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,EL,Greece,2023,,0.0,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,ES,Spain,2016,,0.4,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,,0.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2020,,0.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,,0.0,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2016,,0.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2020,,0.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2023,,0.0,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,FR,France,2016,,0.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,HR,Croatia,2016,,0.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,HR,Croatia,2020,,0.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,HR,Croatia,2023,,0.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,IE,Ireland,2020,,0.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,IE,Ireland,2023,,0.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,IT,Italy,2016,,0.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,IT,Italy,2020,,0.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,IT,Italy,2023,,0.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,PL,Poland,2016,,0.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,PL,Poland,2020,,0.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,PL,Poland,2023,,0.0,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,PT,Portugal,2016,,0.2,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,RO,Romania,2016,,0.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,TOTAL,Total,PC,Percentage,UK,United Kingdom,2016,,0.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,Y35-39,From 35 to 39 years,HLD,Holding,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,,30,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,Y35-39,From 35 to 39 years,HLD,Holding,EU27_2020,European Union - 27 countries (from 2020),2016,,30,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,Y35-39,From 35 to 39 years,HLD,Holding,IT,Italy,2016,,30,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,Y35-39,From 35 to 39 years,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,,0.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,Y35-39,From 35 to 39 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2016,,0.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,NAP,Not applicable,Y35-39,From 35 to 39 years,PC,Percentage,IT,Italy,2016,,0.1,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,AT,Austria,2005,,88610,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,AT,Austria,2010,,78030,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,AT,Austria,2013,,70410,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,AT,Austria,2016,,68940,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,AT,Austria,2020,,50420,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,AT,Austria,2023,,40620,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,BE,Belgium,2005,,26940,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,BE,Belgium,2010,,22360,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,BE,Belgium,2013,,22310,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,BE,Belgium,2016,,19100,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,BE,Belgium,2020,,17340,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,BE,Belgium,2023,,15510,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,BG,Bulgaria,2005,,506290,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,BG,Bulgaria,2010,,357820,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,BG,Bulgaria,2013,,236300,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,BG,Bulgaria,2016,,182310,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,BG,Bulgaria,2020,,110820,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,BG,Bulgaria,2023,,83330,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,CH,Switzerland,2010,,13150,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,CH,Switzerland,2016,,14090,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,CH,Switzerland,2020,,14080,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,CY,Cyprus,2005,,42270,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,CY,Cyprus,2010,,36650,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,CY,Cyprus,2013,,32740,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,CY,Cyprus,2016,,25340,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,CY,Cyprus,2020,,23310,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,CY,Cyprus,2023,,20450,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,CZ,Czechia,2005,,23360,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,CZ,Czechia,2010,,9910,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,CZ,Czechia,2013,,12250,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,CZ,Czechia,2016,,11350,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,CZ,Czechia,2020,,13530,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,CZ,Czechia,2023,,15850,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,DE,Germany,2005,,122940,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,DE,Germany,2010,,94000,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,DE,Germany,2013,,91010,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,DE,Germany,2016,,95600,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,DE,Germany,2020,,87250,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,DE,Germany,2023,,99260,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,DK,Denmark,2005,,28700,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,PRACT,Practical experience only,TOTAL,Total,HLD,Holding,DK,Denmark,2010,,21060,,,,,
